488,Charvel,Crimson Lab,DK27,9.48E+12
489,Squier,Hidden Bird,Stratocaster,7.09E+12
490,Paul Reed Smith,Twilight Waterfall,Carlos Santana Signature,9.24E+12
491,Gibson,Dark Morning,Les Paul Standard,3.87E+12
492,Schecter,Ancient Lab,Solo-II,6.22E+12
493,Paul Reed Smith,Square Night,SE Custom 24,8.93E+12
494,Taylor,Broad Violet,600 Series,6.05E+12
495,Squier,Young Paper,Telecaster,4.24E+12
496,Friedman,Steep Fog,Cali,5.62E+12
497,Gibson,Twilight Mountain,Flying V,9.73E+12
498,Epiphone,Soft Surf,Casino,6.22E+12
499,ESP,Autumn Credit,EX,3.45E+11
500,Gibson,Floral Bonus,Les Paul Jr,7.38E+12
501,Taylor,Icy Art,200 Series,4.32E+12
502,Ibanez,Lively Heart,JS1CR Joe Satriani,1.67E+12
503,Jackson,Steep Water,Rhoads,5.20E+12
504,B.C. Rich,Damp Wood,Warlock,6.99E+12
505,Charvel,Snowy Queen,SC1,4.73E+12
506,Jackson,Winter Leaf,King V,3.28E+12
507,Martin,Odd Feather,HD-28,6.23E+12
508,Epiphone,Super Mud,SG,2.52E+12
509,Martin,Morning Mountain,D-41,5.62E+12
510,Ibanez,Lively Dew,PS10,1.35E+12
511,Friedman,Weathered Pine,Metro-D,4.63E+12
512,Gretsch,Polished Tree,Black Falcon,3.35E+12
513,Martin,Bold Dust,D-35,2.63E+12
514,Gibson,Misty Wood,Firebird,5.31E+12
515,B.C. Rich,Proud Queen,Wave,5.53E+11
516,Schecter,Raspy Wave,E-1 Custom,6.46E+12
517,G&L,Dawn Lab,Fullerton Deluxe Comanche,3.03E+12
518,Scala,Morning Glade,Burst,1.59E+12
519,Charvel,Aged Dream,DK,5.34E+12
520,Martin,Round Cloud,GPC-28E,6.25E+11
521,Friedman,Autumn Firefly,Cali,7.79E+12
522,B.C. Rich,Misty Meadow,Stealth,4.52E+12
523,Schecter,Withered Voice,V-1,4.11E+11
524,Paul Reed Smith,Young Bird,SE Standard 24,5.20E+12
525,Schecter,Little Wind,Synyster Gates Custom,3.26E+12
526,Fender,Damp Fire,Mustsang,4.56E+12
527,Friedman,Lively Thunder,Cali,7.58E+12
528,Epiphone,Twilight Bird,Explorer,8.73E+12
529,Gibson,Still Fog,Les Paul Jr,2.73E+12
530,Epiphone,Winter Rice,ES-330,8.38E+12
531,Guild,Spring Sun,D40,4.86E+11
532,Ibanez,Divine Bread,PS10,4.73E+12
533,Guild,Plain Wood,Doubleneck Custom,5.08E+12
534,ESP,Summer Tooth,EX,8.27E+12
535,Taylor,Sparkling Tooth,300 Series,2.22E+12
536,Gibson,Floral Resonance,ES-355,2.84E+12
537,Paul Reed Smith,Flat Math,SE Standard 24,7.29E+12
538,Squier,Little Waterfall,Telecaster,9.73E+12
539,Epiphone,Polished Queen,Casino,8.32E+12
540,Washburn,Steep Block,J600,8.61E+12
541,Paul Reed Smith,Bitter Lab,CE 24 Semi-Hollow,7.61E+12
542,Charvel,Little Hall,DK,9.29E+12
543,Martin,Red Surf,GPC-28E,9.07E+12
544,Carvin,Young Tooth,C6H,2.40E+12
545,Rickenbacker,Tight Meadow,Model 330-12,4.72E+12
546,Squier,Wandering Rice,Meteora,2.36E+12
546,Gretsch,Jolly Cloud,White Falcon,2.71E+12
547,Ibanez,Dawn Butterfly,KIKO200,1.71E+12
548,Fender,Little Field,Telecaster,6.64E+12
549,Ibanez,Flat Glade,JEM7V,1.19E+12
550,Epiphone,Noisy Snow,ES-330,5.46E+12
551,Friedman,Shrill Snow,Vintage-S,7.36E+12
552,Gretsch,Cold Unit,White Falcon,2.60E+12
553,Washburn,Solitary Mountain,L20,6.59E+11
554,Carvin,Aged Hall,A7E,1.08E+12
555,Epiphone,Aged Glade,Firebird,2.58E+12
556,Martin,Shiny Resonance,CEO-7,8.15E+12
557,ESP,Cold Flower,MH,8.97E+12
558,Friedman,Summer Cloud,Vintage-T,8.76E+11
559,Taylor,Lingering Pond,600 Series,4.79E+12
560,Fender,Wandering Credit,Mustsang,8.64E+12
561,Jackson,Broad Lake,Rhoads,1.95E+12
562,Guild,Empty Hall,Starfire,2.78E+12
563,Washburn,Cool Cell,M10FRQ,7.67E+12
564,Rickenbacker,Orange Band,Model 360,6.01E+12
565,Taylor,Royal Brook,800 Series,9.89E+12
566,Gibson,Icy Tree,SG,96043326276
567,Schecter,Fancy Water,V-1,3.86E+12
568,Gretsch,Wild Block,G5425,8.80E+11
569,Epiphone,Odd Bush,ES-175,7.51E+12
570,Charvel,Small Hat,DK24,1.00E+12
571,Gretsch,Steep Brook,Penguin,3.36E+12
572,Squier,Purple Shadow,Jazzmaster,9.51E+12
573,Rickenbacker,White Grass,Model 340,6.16E+12
574,Gibson,Yellow Hill,SG Jr,2.44E+12
575,ESP,Broken Sea,H3,3.25E+12
576,G&L,Sparkling Glitter,Fullerton Deluxe Doheny,3.66E+12
577,Jackson,Square Band,Juggernaut,9.92E+12
578,Squier,Lingering Cake,Stratocaster,1.15E+12
579,Ibanez,Lucky Voice,PS10,3.86E+11
580,Carvin,Wispy Band,C6H,2.48E+12
581,G&L,Frosty Night,Tribute Fallout,1.43E+12
582,Squier,Shy Tooth,Telecaster,1.06E+12
583,Gibson,Round Sky,SG,3.88E+12
584,Friedman,Lively Tree,Cali,9.36E+12
585,Carvin,Dark Haze,C6H,5.69E+11
586,Gretsch,Square Pond,White Penguin,8.09E+12
587,Taylor,Billowing Dew,800 Series,9.44E+12
588,Jackson,Dry Surf,Juggernaut,6.09E+12
589,Epiphone,Fragrant Sun,Les Paul Custom,2.24E+12
590,B.C. Rich,Damp Snow,Bich,4.91E+12
591,ESP,Cool Star,EX,5.30E+12
592,Paul Reed Smith,Small Pond,SE Custom 24 Ziricote,1.42E+12
593,Charvel,Muddy Shadow,DK24,9.26E+12
594,Gretsch,Purple Field,Black Falcon,4.07E+12
595,ESP,Withered Wave,MH,2.14E+12
596,Scala,Rapid Leaf,Junkyard,5.50E+12
597,Gretsch,Hidden Block,Chet Atkins,7.96E+12
598,Rickenbacker,Green River,Model 1993 Plus,1.43E+12
599,Gibson,Quiet Union,Les Paul Standard,9.66E+12
600,Guild,Summer Sunset,Starfire,4.80E+12
601,Scala,Plain Surf,T-Style,6.37E+12
602,Paul Reed Smith,Throbbing Dew,SE Custom 22,8.96E+12
603,Guild,Misty Voice,D25M,8.79E+12
604,Squier,Young Paper,Meteora,6.34E+12
605,Taylor,Shiny Block,700 Series,2.41E+12
606,Carvin,Patient Glitter,A6C,9.13E+12
607,Charvel,Misty Morning,DK,5.03E+12
608,Martin,Red Night,Style 3 Centennial,6.20E+12
609,Martin,Long Thunder,HD-35,6.18E+12
610,Martin,Summer Voice,D-41,5.34E+12
611,Ibanez,Noisy Pine,AF200,9.83E+12
612,Gretsch,White Base,Black Penguin,6.69E+12
613,Carvin,Rapid King,CT624X,7.11E+12
614,Gibson,Cold Glade,SG,2.52E+12
615,Epiphone,Purple Shape,Casino,7.90E+12
616,Squier,Square Term,Meteora,6.42E+12
617,Schecter,Square Shadow,E-1 Custom,6.10E+12
618,Gretsch,Aged Sunset,Reverend Horton Heat,6.98E+12
619,Scala,Withered Bonus,Junkyard,3.41E+11
620,Schecter,White Dream,Solo-II,8.84E+12
621,Paul Reed Smith,Cool Flower,SE Custom 24,4.39E+12
622,Schecter,Floral Flower,Synyster Gates Custom,1.01E+12
623,Epiphone,Summer Bonus,ES-330,9.52E+12
624,Friedman,Wandering Thunder,Metro-D,3.04E+12
625,Fender,Patient Leaf,Telecaster,8.91E+12
626,Paul Reed Smith,Soft Resonance,SE Standard 24,6.64E+12
627,Friedman,Plain Boat,Vintage-T,4.59E+12
628,Squier,Quiet Mud,Mustsang,3.50E+12
629,Rickenbacker,Small Waterfall,Model 330-12,8.75E+12
630,Washburn,Noisy Heart,M10FRQ,6.13E+12
631,Rickenbacker,Fragrant Bonus,Model 340,4.32E+12
632,B.C. Rich,Cold Surf,Mockingbird,2.95E+11
633,Epiphone,Dark Pine,Les Paul Jr,8.08E+12
634,G&L,Plain Pine,Fullerton Deluxe Doheny,9.72E+12
635,Rickenbacker,Jolly Sea,Model 300,3.16E+12
636,Squier,Solitary Waterfall,Jaguar,6.84E+12
637,ESP,Rough Resonance,H,1.80E+12
638,Paul Reed Smith,Hidden Leaf,SE Custom 24,5.17E+12
639,Carvin,Crimson Cell,CT624X,4.76E+12
640,ESP,Bold Field,FRX,2.60E+12
641,Scala,Empty Tooth,Burst,7.12E+12
642,Friedman,Red Night,Vintage-S,5880844133
643,Fender,Rough Math,Mustsang,9.97E+12
644,Schecter,Withered Star,V-1,4.15E+12
645,Friedman,White Sea,Vintage-S,5.83E+12
646,Jackson,Flat Rice,Rhoads,6.76E+12
647,ESP,Dawn Night,TE,7.24E+12
648,Martin,Rough Mode,D-28,5.30E+12
649,ESP,Dawn Mud,Arrow,7.88E+12
650,Washburn,Shrill Credit,J600,7.80E+12
651,Carvin,Dawn Breeze,A6E,2.09E+12
652,Schecter,Summer Cake,Solo-II,2.23E+12
652,Charvel,Wild Block,SC1,9.43E+12
653,ESP,Yellow Snowflake,Black Metal,1.57E+11
654,Friedman,Icy Lab,Vintage-T,2.29E+12
655,Schecter,Young Limit,Solo-II,9.47E+12
656,Carvin,Odd Star,CT624X,5.97E+12
657,Rickenbacker,Weathered Cell,Model 300,4.40E+12
658,Friedman,Rapid Shape,Vintage-S,9.58E+12
659,Schecter,Falling Poetry,C-7 SLS Evil Twin,7.85E+12
660,Carvin,Snowy Darkness,A6E,5.01E+12
661,Rickenbacker,Summer Field,Model 360,5.71E+12
662,Charvel,Summer Mouse,DK,2.54E+12
663,Martin,Noisy Shape,GPC-28E,4.03E+12
664,Friedman,Nameless Firefly,Cali,1.08E+12
665,Guild,Gentle Base,D25M,7.82E+12
666,Carvin,Wispy Band,C6H,9.03E+12
667,Fender,Broad Rice,Meteora,2.15E+12
668,Gibson,Green Wildflower,ES-355,4.16E+11
669,Friedman,Raspy Art,Vintage-S,4.48E+12
670,Scala,Bold Dawn,T-Style,9.04E+12
671,Charvel,Bitter Bread,DK24,9.97E+12
672,G&L,Restless Sea,Fullerton Deluxe Doheny,6.29E+12
673,Ibanez,Polished Union,JS2480MCR,4.48E+12
674,G&L,Patient Hat,Tribute Doheny,8.77E+12
675,Washburn,Rapid Breeze,M10FRQ,8.08E+11
676,Washburn,White Moon,HB35,7.58E+12
677,Taylor,Purple Bread,200 Series,6.51E+12
678,Schecter,Calm Feather,C-7 SLS Evil Twin,5.64E+12
679,Paul Reed Smith,Ancient Mode,Super Eagle II,1.60E+12
680,Martin,Lucky Pond,D-28,6.62E+12
681,Guild,Square Silence,D40,6.44E+12
682,B.C. Rich,Quiet Base,Wave,6.29E+12
683,Charvel,Yellow Water,Guthrie Govan Signature,3.57E+12
684,Squier,Steep Dew,Meteora,3.22E+12
685,Scala,Twilight Limit,Burst,1.88E+12
686,Epiphone,Gentle Sound,Coronet,3.94E+12
687,Schecter,Morning Moon,Solo-II,4.86E+12
688,Guild,Billowing Bread,A-150,7.36E+11
689,B.C. Rich,Curly Cherry,Bich,9.91E+12
690,Scala,Muddy Violet,Burst,5.71E+12
691,Gibson,Bitter Salad,Les Paul Classic,4.36E+12
692,Carvin,Bold Block,A6E,8.21E+12
693,ESP,Morning Meadow,MH,2.25E+12
694,Paul Reed Smith,Long Resonance,SE Custom 22 Semi-Hollow,6.84E+12
695,Paul Reed Smith,Late Waterfall,McCarty 594,8.54E+12
696,Fender,Gentle Bonus,Duo-Sonic,8.56E+12
697,Guild,Black Morning,Doubleneck Custom,7.75E+12
698,Ibanez,Super Bird,PS10,2.55E+12
699,ESP,Fragrant Rain,H3,2.70E+11
700,G&L,Purple Glade,Fullerton Deluxe Comanche,8.20E+12
701,Schecter,Shrill Butterfly,V-1,7.48E+12
702,Epiphone,Morning Cake,Les Paul Standard Double Cut,7.03E+12
703,Scala,Rough Fire,Junkyard,9.52E+12
704,B.C. Rich,Calm Cloud,Warlock,3.92E+12
705,Gibson,Delicate Lake,SG,8.55E+12
706,Rickenbacker,Hidden Unit,Model 360,5.98E+12
707,Gibson,Jolly Moon,ES-355,5.58E+12
708,Washburn,Royal Boat,M10FRQ,4.84E+12
709,Gretsch,Tight Flower,Chet Atkins,7.61E+12
710,Fender,Billowing Hill,Duo-Sonic,7.06E+12
711,Ibanez,Plain Butterfly,PS10,3.90E+12
712,ESP,Crimson Band,Arrow,9.72E+12
713,Squier,Sparkling Disk,Telecaster,4.86E+12
714,Ibanez,Orange Paper,PS10,8.72E+12
715,Gretsch,Polished Math,White Falcon,7.46E+12
716,Taylor,Frosty Bush,400 Series,7.92E+12
717,Guild,Frosty Smoke,D25M,8.99E+12
718,Squier,Black Wave,Meteora,8.99E+12
719,Scala,Bitter Fire,Burst,6.98E+12
720,Schecter,Empty Dawn,E-1 Custom,9.50E+12
721,Rickenbacker,Late Sun,Model 360,7.48E+12
722,Paul Reed Smith,Jolly Leaf,Carlos Santana Signature,7.19E+12
723,G&L,Raspy Butterfly,Tribute Doheny,3.24E+12
724,Scala,Square Paper,T-Style,7.60E+12
725,Washburn,Snowy Queen,J3,7.12E+11
726,Jackson,Quiet Unit,Rhoads,8.72E+12
727,Scala,Broad Sun,ES,9.36E+12
728,Washburn,Crimson River,HB15,2.99E+11
729,Paul Reed Smith,Shy Recipe,SE 277 Baritone,6.10E+12
730,B.C. Rich,Crimson Base,Beast,3.01E+12
731,Gibson,Young Snow,SG Jr,8.97E+12
732,Gretsch,Yellow Resonance,Black Falcon,4.90E+12
733,Rickenbacker,Hidden Mode,Model 300,9.21E+12
734,Friedman,Fancy Surf,Vintage-S,9263918916
735,Scala,Spring Sunset,T-Style,2.98E+12
736,Carvin,Delicate Lake,A6E,9.05E+12
737,Ibanez,Divine Surf,JS2480MCR,7.04E+12
738,ESP,Tiny Pine,F,6.09E+12
739,Friedman,Tiny Hall,Cali,1.76E+12
740,Gibson,Blue Wildflower,Flying V,2.70E+12
741,Taylor,Jolly Waterfall,600 Series,2.70E+12
742,Charvel,Winter Frog,DK24,7.20E+12
743,Taylor,Sweet Dew,400 Series,2.74E+12
744,Carvin,Weathered Sun,C7H,2.34E+12
745,Scala,Super Sunset,T-Style,5.41E+12
746,Gibson,Little Sky,SG Jr,8.64E+12
747,Squier,Empty Darkness,Telecaster,5.51E+12
748,Paul Reed Smith,Shy Thunder,SE Custom 24 Ziricote,6.65E+12
749,Gibson,Rapid Leaf,SG,3.64E+12
750,Epiphone,Twilight Dawn,ES-175,3.24E+12
751,Carvin,Floral Tooth,A6C,3.82E+12
752,Ibanez,Misty Wood,JEM7V,5.97E+12
753,Taylor,Snowy Heart,200 Series,5.29E+12
754,Epiphone,Throbbing Surf,Les Paul Custom,1.02E+12
755,Martin,Fragrant Bread,HD-28,2.23E+12
756,Friedman,Yellow Tooth,Vintage-S,8.37E+12
757,Ibanez,Square Sun,PS10,8.53E+12
758,Martin,Purple Dew,HD-28V,2.86E+12
759,Martin,Odd Shape,GPC-28E,3.77E+12
760,Gibson,Withered Union,ES-175,7.09E+12
761,Rickenbacker,Twilight Boat,Model 1993 Plus,3.58E+12
762,Gibson,Damp Star,Les Paul Classic,6.90E+12
763,B.C. Rich,Restless Surf,Beast,9.05E+12
764,Paul Reed Smith,Dark Glade,CE 24 Semi-Hollow,9.66E+12
765,Squier,Winter Shadow,Telecaster,8.66E+12
766,Paul Reed Smith,Misty Pine,Paul's Guitar,3.07E+12
767,Gibson,Bitter Grass,Les Paul Jr,9.16E+12
768,Taylor,Wandering Frost,200 Series,4.65E+12
769,Jackson,Autumn Poetry,Dinky,2.68E+12
770,B.C. Rich,Red Butterfly,Beast,1.24E+12
771,Guild,Ancient Hill,D25M,7.05E+12
772,Jackson,Old Queen,Dinky,2.63E+12
773,Taylor,Jolly King,700 Series,2.30E+12
774,ESP,Wispy Hall,H3,2.49E+12
775,Gibson,Cold Snow,Les Paul Standard Double Cut,1.75E+12
776,Squier,Ancient Grass,Jazzmaster,80548833285
777,Carvin,Twilight Art,C7H,2.10E+12
778,Epiphone,Throbbing Disk,ES-355,3.29E+12
779,Carvin,Ancient Butterfly,A6E,1.86E+12
780,Schecter,Weathered Leaf,Synyster Gates Custom,8.00E+12
781,Washburn,Billowing Base,M10FRQ,5.05E+12
782,Jackson,Fancy Waterfall,Juggernaut,7.63E+12
783,Guild,Divine Bar,D25M,1.28E+12
784,Schecter,Flat Mud,E-1 Custom,5.59E+12
785,Washburn,Mute Water,M10FRQ,2.01E+12
786,B.C. Rich,Ancient Cloud,Stealth,6.49E+12
787,Squier,Young Bar,Duo-Sonic,3.33E+12
788,Paul Reed Smith,Divine Truth,SE 277 Baritone,4.90E+12
789,Ibanez,Nameless Glade,PS10,7.79E+12
790,Charvel,Restless Cell,Guthrie Govan Signature,3.21E+12
791,Gretsch,Cool Shape,Chet Atkins,5.84E+12
792,B.C. Rich,Solitary Credit,Bich,7.73E+12
793,Ibanez,Soft Brook,JS2480MCR,9.63E+12
794,Gibson,Jolly Lab,Les Paul Custom,3.75E+11
795,Squier,Falling Wave,Jazzmaster,9.01E+12
796,Squier,Dry Waterfall,Duo-Sonic,9.31E+12
797,ESP,Spring Waterfall,H,5.79E+12
798,Friedman,Restless Math,Metro-D,2.28E+12
799,Fender,Noisy Frost,Jazzmaster,3.56E+12
800,Taylor,Purple Pine,600 Series,8.56E+12
801,Epiphone,Late Field,Firebird,7.38E+12
802,Fender,Hidden Scene,Mustsang,3.42E+12
803,Gibson,Late Meadow,Flying V,8.34E+12
804,Paul Reed Smith,Lucky Mode,SE Custom 24 Ziricote,2.89E+12
805,Squier,Rapid Bush,Jazzmaster,4.93E+12
806,Gretsch,Wild Wave,Reverend Horton Heat,7.93E+12
807,Friedman,Nameless Water,Vintage-S,3.13E+12
808,ESP,Gentle River,H,7.35E+11
809,Paul Reed Smith,Little Waterfall,SE 245 Standard,5.66E+12
810,ESP,Red Wave,Arrow,3.00E+12
811,Squier,Orange Leaf,Telecaster,9.49E+12
812,Epiphone,Broad Tree,SG,7.50E+12
813,Gibson,Fancy Voice,Les Paul Classic,6.92E+12
814,Martin,Lucky Snowflake,HD-28V,2.81E+12
815,G&L,Broken Bush,Tribute ASAT,3.61E+12
815,Gretsch,Twilight Breeze,G5420T,8.27E+12
816,Epiphone,Icy Band,Casino,3.32E+12
817,Guild,Small Wind,Doubleneck Custom,3.42E+12
818,Jackson,Shy King,Kelly,4.97E+12
819,B.C. Rich,Broken Forest,Warlock,3.70E+12
820,Ibanez,Restless Frog,AF200,3.73E+12
821,Washburn,Rapid River,HB35,4.52E+12
822,Washburn,Cool Sound,M10FRQ,1.53E+12
823,Charvel,Soft Breeze,So-Cal Style,2.36E+12
824,Carvin,Floral King,C7H,6.71E+12
825,Charvel,Divine Water,DK24,5.63E+12
826,Schecter,Plain Bonus,E-1 Custom,4.97E+12
827,Rickenbacker,Sparkling Fog,Model 330-12,8.12E+12
828,Paul Reed Smith,Sweet Block,SE Mark Tremonti,1.11E+12
829,Schecter,Green Tooth,V-1,3.76E+12
830,Paul Reed Smith,Fancy Bar,Paul's Guitar,2.75E+12
831,Jackson,Morning Bush,Rhoads,9.23E+12
832,B.C. Rich,Delicate Frost,Virgo,2.51E+12
833,G&L,Solitary Bread,Fullerton Deluxe ASAT,6.72E+12
834,Carvin,Still Dream,A6C,9.85E+12
835,B.C. Rich,Misty Fire,Stealth,6.31E+12
836,Friedman,Broken Grass,Metro-D,7.15E+12
837,Carvin,Dawn Bar,A6E,8.17E+12
838,Schecter,Wild Frog,V-1,6.54E+12
839,Gretsch,Lucky Hat,G5420T,1.94E+11
840,Jackson,Red Butterfly,King V,8.19E+12
841,Epiphone,Sparkling Sun,Les Paul Custom,2.66E+12
842,Washburn,Wandering Frog,M10FRQ,9.14E+12
843,Schecter,Super Dust,Synyster Gates Custom,8.79E+12
844,Martin,Black Block,D-28 Authentic 1937,2.83E+12
845,Paul Reed Smith,Floral Sun,Silver Sky,4.49E+12
846,Carvin,Solitary Bird,A6H,1.53E+12
847,B.C. Rich,Quiet Term,Eagle,2.97E+12
848,Fender,Polished Tooth,Jaguar,2.24E+12
849,B.C. Rich,Snowy Meadow,Virgin,2.28E+12
850,Martin,Shiny Salad,Style 3 Centennial,3.65E+12
851,Taylor,Billowing Bonus,300 Series,5.30E+11
852,Friedman,Cool Hall,Vintage-T,9.97E+12
853,ESP,Holy Violet,Arrow,6.22E+11
854,Jackson,Sweet Star,Dinky,3.07E+11
855,Gretsch,Delicate Dust,Black Penguin,2.74E+12
856,Friedman,Nameless Dew,Vintage-S,6.63E+12
857,Ibanez,Restless Mud,JS1CR Joe Satriani,6.19E+12
858,Gretsch,Dawn Disk,Irish Falcon,7.48E+11
859,Taylor,Wandering Paper,600 Series,8.54E+11
860,Scala,Gentle Silence,Junkyard,2.47E+12
861,Carvin,Silent Sun,C6H,1.86E+12
862,Guild,Misty Surf,Doubleneck Custom,4.13E+12
863,Gibson,Small Truth,Les Paul Jr,4.08E+12
864,Gibson,Broad Bird,Les Paul Jr Double Cut,37850384646
865,Epiphone,Holy Water,Casino,3.52E+12
866,B.C. Rich,Old Star,Widow,2.05E+12
867,Schecter,Still Cherry,Synyster Gates Custom,9.53E+12
868,Taylor,Red Tooth,300 Series,5.51E+12
869,Gibson,Odd Breeze,ES-355,5.65E+12
870,Friedman,Jolly Wave,Metro-D,7.53E+11
871,Fender,Noisy Lake,Telecaster,8.67E+12
872,Schecter,Autumn Heart,Keith Merror KM-7,4.85E+12
873,Gretsch,Soft Butterfly,Reverend Horton Heat,7.63E+12
874,Martin,Rapid Moon,D-45,4.05E+11
875,Charvel,Calm Fog,DK24,4.21E+12
876,Gibson,Muddy Hill,Les Paul Standard,8.76E+11
877,Squier,Billowing Band,Telecaster,8.93E+12
878,Taylor,Odd Union,400 Series,5.52E+12
879,B.C. Rich,Red Recipe,Stealth,5.46E+12
880,Taylor,Wandering Sun,200 Series,2.96E+12
881,ESP,Super Truth,F,4.10E+12
882,Epiphone,Snowy Disk,Explorer,1.32E+12
883,Charvel,Icy Hat,SC1,6.24E+12
884,Rickenbacker,Sweet Mud,Model 300,3.62E+12
885,Charvel,Crimson Wildflower,SC1,6.04E+12
886,Schecter,Super Math,E-1 Custom,6.99E+12
887,Jackson,Delicate Credit,King V,4.57E+12
888,Taylor,Green Hat,100 Series,9.89E+12
889,Washburn,Little Dream,L20,9.03E+12
890,Squier,Bold Flower,Jaguar,5.08E+12
891,B.C. Rich,Withered Hill,Stealth,7.59E+11
892,Jackson,Calm Morning,Dinky,5.18E+12
893,Gibson,Floral Art,SG,3.77E+12
894,Squier,Rapid Lab,Mustsang,6.36E+12
895,Squier,Tiny Night,Jazzmaster,9.85E+11
896,Jackson,Cold Firefly,Kelly,5.76E+12
897,Paul Reed Smith,Dry Darkness,Paul's Guitar,2.87E+12
898,Fender,Yellow Unit,Mustsang,5.98E+12
899,Schecter,Ancient Dew,V-1,9.62E+12
900,Schecter,Black Pine,Synyster Gates Custom,9.54E+12
901,G&L,Quiet Block,Fullerton Deluxe Comanche,9.11E+12
902,Friedman,Tight Fire,Cali,1.41E+12
902,Jackson,Old Bar,Juggernaut,3.04E+12
903,Taylor,Morning Limit,400 Series,5.89E+12
904,Squier,Misty Mountain,Stratocaster,2.11E+12
905,Martin,Bold Frog,HD-28,4.91E+12
906,Ibanez,Sparkling Dream,KIKO200,8.41E+12
907,Taylor,Tight Mouse,300 Series,9.92E+12
908,Ibanez,Delicate Lab,PM200,2.20E+12
909,Rickenbacker,Spring Paper,Model 1993 Plus,2.97E+12
910,Gibson,Hidden Flower,Firebird,6.06E+12
911,Charvel,Shrill Mouse,DK27,6.03E+12
912,Martin,Damp Queen,D-41,3.61E+11
913,Charvel,Hidden Field,DK24,7.99E+12
914,Carvin,Spring Dream,A6E,6.63E+12
915,ESP,Summer River,Arrow,9.15E+12
916,Schecter,Broken Heart,C-7 SLS Evil Twin,7.32E+12
917,Fender,Cold King,Jaguar,9.13E+12
918,Gretsch,Aged Sunset,Reverend Horton Heat,4.99E+11
919,G&L,Aged Math,Tribute Comanche,1.33E+12
920,G&L,Bitter Haze,Fullerton Deluxe Comanche,7.54E+12
921,Paul Reed Smith,Tiny Queen,Super Eagle II,6.18E+11
922,Gibson,Cool Glade,Explorer,6.32E+12
923,Schecter,Silent Moon,Solo-II,1.85E+12
924,ESP,Nameless Salad,TE,8.51E+12
925,Epiphone,Black Field,Les Paul Jr,3.36E+12
926,Ibanez,Curly Sunset,PGM333,9.86E+12
927,Gibson,Frosty Frost,Les Paul Custom,6.57E+12
928,Taylor,Bold Mountain,500 Series,9.45E+12
929,Washburn,Orange Hill,M160,7.52E+12
930,Jackson,Withered Term,King V,6.89E+12
931,ESP,Jolly Dust,EC,4.58E+12
932,ESP,Proud Lab,Xtone,3.44E+12
933,Charvel,Morning Star,DK24,9.92E+11
934,Rickenbacker,Calm Frost,Model 1993 Plus,6.39E+12
935,Guild,Lingering Tree,Starfire,3.79E+12
936,Squier,Red Wildflower,Duo-Sonic,6.57E+12
937,Rickenbacker,Mute Cherry,Model 300,9.33E+12
938,Taylor,Raspy Waterfall,200 Series,4.77E+12
939,Guild,Young Sea,D25M,5.48E+12
940,Jackson,Proud Surf,King V,1.83E+12
941,Squier,Raspy Star,Meteora,7.79E+12
942,Carvin,Green Haze,A6E,1.38E+12
943,Paul Reed Smith,Proud Dust,SE Custom 22 Semi-Hollow,8.53E+12
944,Epiphone,Fancy Mountain,Les Paul Jr Double Cut,5.91E+12
945,Guild,Rough Tooth,D25M,4.15E+11
946,Charvel,Mute Leaf,SC1,9.86E+12
947,Carvin,Steep Pond,C7H,1.71E+12
948,Rickenbacker,Cool Bonus,Model 340,1.43E+11
949,Ibanez,Bitter Rice,JEM7V,1.55E+12
950,Squier,Old Base,Meteora,9.43E+12
951,Schecter,Divine Wind,V-1,7.16E+12
952,Martin,Polished Brook,HD-28,4.03E+12
953,Washburn,Long Boat,J600,4.96E+12
954,Epiphone,Icy Water,ES-355,9.19E+11
955,Martin,Mute Block,00-28,4.29E+12
956,Schecter,Super Snowflake,Synyster Gates Custom,7.56E+12
957,G&L,Yellow Forest,Fullerton Deluxe Skyhawk,6.59E+12
958,Taylor,Misty Tooth,800 Series,5.86E+12
959,Schecter,Noisy Salad,V-1,4.47E+12
960,Rickenbacker,Cool Cloud,Model 360,3.81E+12
961,Rickenbacker,Shiny Dust,Model 340,9.56E+12
962,Schecter,Proud Math,Solo-II,8.44E+12
963,Martin,White Lab,Style 3 Centennial,3.54E+12
964,Schecter,Hidden Bread,E-1 Custom,8.44E+12
965,Gibson,Throbbing Bush,Les Paul Jr Double Cut,2.08E+12
966,G&L,Snowy Glade,Tribute ASAT,1.38E+12
967,Ibanez,Steep Shape,JEM7V,8.63E+12
968,ESP,Orange Cell,H,7.54E+12
969,Carvin,Delicate Silence,A6H,1.14E+12
970,Fender,Small Hill,Mustsang,2.20E+12
971,ESP,Round Dew,H3,5.90E+11
972,Gretsch,Black Band,White Falcon,2.70E+12
973,Charvel,Broad Limit,DK27,9.71E+12
974,Fender,Black Feather,Jaguar,4.25E+12
975,G&L,Raspy Mode,Fullerton Deluxe Comanche,2.81E+12
976,G&L,Autumn Morning,Tribute ASAT,4.58E+12
977,B.C. Rich,Blue Dream,Bich,9.26E+12
978,B.C. Rich,Wild Water,Seagull,3.34E+12
979,G&L,Yellow Mountain,Tribute Comanche,6.75E+12
980,Gibson,Raspy Cake,Les Paul Jr Double Cut,7.63E+12
981,Friedman,Summer Sound,Vintage-T,9.57E+12
982,ESP,Curly Fire,SN,1.42E+12
983,Schecter,Billowing Truth,E-1 Custom,7.80E+12
